"id","sender","subject","body","label","received_at"
"TE-0033","riley.patel819@corp.io","Cannot reset password - 2FA not delivered","Our users are unable to log in on Android 14 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-06-12 12:12 without any configuration changes on our end. We have tracked the incident internally as TKT-4631 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-05-01 05:22:00"
"BI-0034","morgan.garcia525@example.com","Charge after cancellation for subscription ORD-940649","I am writing regarding invoice INV-88591 which lists a charge of $200.64 dated 2024-08-21 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2025-02-19 08:17:00"
"OT-0047","drew.lewis297@example.com","Partnership opportunities with our team","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-01-29 03:33:00"
"BI-0016","avery.young511@mail.com","Charge after cancellation for subscription ORD-798245","I am writing regarding invoice INV-38074 which lists a charge of $398.28 dated 2024-08-20 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-05-20 04:31:00"
"OT-0057","rowan.miller984@business.dev","How to change email preferences","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-03-20 20:37:00"
"FE-0028","hayden.young589@business.dev","Accessibility notes from our QA team","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-04-03 22:31:00"
"BI-0041","avery.patel817@mail.com","Promotion code not applied to bill","I am writing regarding invoice INV-71387 which lists a charge of $152.31 dated 2024-09-10 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-02-21 19:26:00"
"FE-0011","taylor.garcia309@business.dev","Keyboard shortcuts would help power users","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-06-08 09:18:00"
"FE-0004","drew.young656@example.com","Onboarding checklist improved our setup time","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-11-08 22:00:00"
"TE-0008","cameron.garcia464@mail.com","Webhook stopped triggering since 2024-07-13","Our users are unable to log in on macOS 14 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-05-06 00:18 without any configuration changes on our end. We have tracked the incident internally as TKT-3386 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-12-02 11:15:00"
"OT-0005","hayden.patel684@mail.com","Request for media kit and brand assets","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-09-17 22:49:00"
"TE-0053","reese.johnson833@company.co","Cannot reset password - 2FA not delivered","Our users are unable to log in on Ubuntu 22.04 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2025-01-17 20:42 without any configuration changes on our end. We have tracked the incident internally as TKT-3426 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-01-23 20:03:00"
"BI-0003","cameron.brown532@mail.com","Request to correct VAT on invoice INV-75506","I am writing regarding invoice INV-82255 which lists a charge of $959.10 dated 2024-12-25 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2025-02-15 07:32:00"
"BI-0055","sam.young18@business.dev","Annual renewal billed early","I am writing regarding invoice INV-87116 which lists a charge of $246.76 dated 2025-01-04 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-06-04 07:28:00"
"TE-0060","riley.brown712@mail.com","API 503 when exporting reports","Our users are unable to log in on iOS 17 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-12-19 19:39 without any configuration changes on our end. We have tracked the incident internally as TKT-5236 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-01-02 09:12:00"
"TE-0049","quinn.lee786@business.dev","Single sign-on loop with Azure AD","Our users are unable to log in on Windows 11 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2025-05-10 22:26 without any configuration changes on our end. We have tracked the incident internally as TKT-7590 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-09-14 19:01:00"
"OT-0045","morgan.lopez651@example.com","Community event participation details","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-02-01 22:41:00"
"TE-0054","jamie.clark909@corp.io","Report data mismatch vs API output","Our users are unable to log in on Android 14 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-05-28 07:24 without any configuration changes on our end. We have tracked the incident internally as TKT-7302 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-09-07 17:36:00"
"TE-0014","jordan.garcia533@mail.com","Cannot reset password - 2FA not delivered","Our users are unable to log in on Windows 11 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-03-06 14:57 without any configuration changes on our end. We have tracked the incident internally as TKT-3818 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-04-05 16:25:00"
"TE-0024","morgan.allen708@business.dev","Push notifications not arriving on Windows 11","Our users are unable to log in on macOS 14 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-05-29 23:29 without any configuration changes on our end. We have tracked the incident internally as TKT-3204 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-06-18 23:02:00"
"FE-0019","reese.garcia8@business.dev","Onboarding checklist improved our setup time","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-09-15 18:03:00"
"BI-0014","alex.patel83@example.com","Refund request for duplicate payment INV-43712","I am writing regarding invoice INV-67740 which lists a charge of $478.69 dated 2023-03-27 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-06-10 00:19:00"
"OT-0053","hayden.walker154@corp.io","Community event participation details","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-09-21 00:12:00"
"FE-0030","reese.patel573@mail.com","Search accuracy and partial matches","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2025-02-10 19:06:00"
"FE-0044","alex.davis269@example.com","Keyboard shortcuts would help power users","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-10-29 07:59:00"
"FE-0022","chris.wilson658@company.co","Feedback on the new dashboard experience","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-12-15 20:45:00"
"TE-0050","alex.smith233@company.co","Report data mismatch vs API output","Our users are unable to log in on iOS 17 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-03-10 20:20 without any configuration changes on our end. We have tracked the incident internally as TKT-5574 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-08-31 03:16:00"
"FE-0050","avery.lopez142@mail.com","Feature request: bulk actions for records","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-01-12 11:46:00"
"FE-0047","drew.patel81@business.dev","Dark mode contrast suggestions","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-11-16 11:04:00"
"OT-0011","reese.lopez408@example.com","Reseller program requirements","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-08-09 13:58:00"
"BI-0031","quinn.clark119@business.dev","Charge after cancellation for subscription ORD-818990","I am writing regarding invoice INV-23916 which lists a charge of $29.04 dated 2025-02-19 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-06-11 18:30:00"
"TE-0029","hayden.brown276@example.com","Upload stuck at 99 percent on Chrome 125","Our users are unable to log in on Windows 11 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-04-05 02:54 without any configuration changes on our end. We have tracked the incident internally as TKT-7298 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2025-06-22 12:20:00"
"FE-0035","riley.smith895@corp.io","Feature request: bulk actions for records","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-07-01 21:44:00"
"BI-0024","jordan.davis450@business.dev","Dispute late fee on account ORD-971534","I am writing regarding invoice INV-77399 which lists a charge of $868.71 dated 2023-09-20 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-01-26 19:13:00"
"OT-0040","avery.walker528@business.dev","Where to find SLA and uptime metrics","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-01-14 04:51:00"
"TE-0030","riley.kim310@corp.io","Slack integration auth error","Our users are unable to log in on macOS 14 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-11-16 13:27 without any configuration changes on our end. We have tracked the incident internally as TKT-4416 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-05-05 17:44:00"
"FE-0017","reese.lopez462@example.com","Feedback on the new dashboard experience","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-07-14 10:25:00"
"FE-0060","riley.allen588@business.dev","Accessibility notes from our QA team","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-10-18 04:01:00"
"BI-0017","quinn.kim729@example.com","Request to correct VAT on invoice INV-32168","I am writing regarding invoice INV-60141 which lists a charge of $645.66 dated 2024-05-20 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2025-01-03 19:28:00"
"OT-0037","cameron.davis424@corp.io","Reseller program requirements","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-03-18 07:18:00"
"FE-0031","casey.smith36@company.co","Keyboard shortcuts would help power users","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2025-02-22 11:51:00"
"BI-0008","quinn.clark638@corp.io","Billing cycle and proration issue","I am writing regarding invoice INV-92214 which lists a charge of $162.39 dated 2025-07-19 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-09-17 07:46:00"
"OT-0043","jamie.patel249@company.co","Reseller program requirements","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-07-12 23:14:00"
"BI-0059","morgan.lee210@mail.com","Billing cycle and proration issue","I am writing regarding invoice INV-72927 which lists a charge of $715.59 dated 2023-03-26 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-07-10 16:19:00"
"OT-0060","riley.allen520@example.com","Request for media kit and brand assets","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-01-09 14:54:00"
"BI-0007","taylor.kim150@mail.com","Annual renewal billed early","I am writing regarding invoice INV-19620 which lists a charge of $81.11 dated 2023-08-02 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-09-06 00:38:00"
"OT-0024","rowan.miller263@business.dev","Partnership opportunities with our team","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-04-09 23:32:00"
"FE-0045","reese.johnson206@mail.com","Dark mode contrast suggestions","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-09-01 21:41:00"
"OT-0023","reese.kim511@business.dev","Inquiry about internship opportunities","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-02-03 11:37:00"
"BI-0029","jamie.brown543@mail.com","Dispute late fee on account ORD-715141","I am writing regarding invoice INV-51402 which lists a charge of $622.40 dated 2025-07-01 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2025-03-07 06:56:00"
"TE-0036","morgan.allen394@business.dev","Upload stuck at 99 percent on Chrome 124","Our users are unable to log in on Ubuntu 22.04 using Safari 17.5; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-09-19 13:04 without any configuration changes on our end. We have tracked the incident internally as TKT-7733 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-10-10 02:53:00"
"TE-0057","avery.miller531@company.co","Push notifications not arriving on iOS 17","Our users are unable to log in on macOS 14 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-07-22 14:50 without any configuration changes on our end. We have tracked the incident internally as TKT-2757 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2025-02-14 15:56:00"
"FE-0021","quinn.lewis92@company.co","Keyboard shortcuts would help power users","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-02-03 10:09:00"
"OT-0016","reese.kim90@business.dev","How to change email preferences","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-03-16 23:25:00"
"OT-0036","morgan.miller178@example.com","How to change email preferences","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-06-27 19:51:00"
"TE-0006","cameron.garcia571@corp.io","Webhook stopped triggering since 2025-03-18","Our users are unable to log in on macOS 14 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2025-07-13 09:35 without any configuration changes on our end. We have tracked the incident internally as TKT-9828 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-08-28 11:39:00"
"FE-0054","alex.young782@business.dev","Search accuracy and partial matches","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2025-01-24 06:01:00"
"TE-0058","drew.patel820@corp.io","App crash on login with macOS 14 - Firefox 126","Our users are unable to log in on Windows 11 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-12-21 07:53 without any configuration changes on our end. We have tracked the incident internally as TKT-1602 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-10-23 03:26:00"
"BI-0036","taylor.lee910@company.co","Need receipt with company name and tax ID","I am writing regarding invoice INV-96476 which lists a charge of $420.72 dated 2023-07-06 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-02-03 16:31:00"
"OT-0035","alex.clark256@company.co","Inquiry about internship opportunities","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-11-14 13:37:00"
"BI-0026","hayden.garcia503@example.com","Billing cycle and proration issue","I am writing regarding invoice INV-42280 which lists a charge of $489.63 dated 2023-05-11 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2025-07-11 15:33:00"
"TE-0035","hayden.allen868@business.dev","Single sign-on loop with Azure AD","Our users are unable to log in on iOS 17 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-08-02 09:16 without any configuration changes on our end. We have tracked the incident internally as TKT-7115 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2025-04-14 21:56:00"
"BI-0015","jordan.allen23@mail.com","Refund request for duplicate payment INV-75175","I am writing regarding invoice INV-11482 which lists a charge of $381.38 dated 2023-05-27 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-07-27 16:10:00"
"FE-0046","riley.miller588@example.com","Feature request: bulk actions for records","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-11-21 01:50:00"
"TE-0032","quinn.brown144@example.com","App crash on login with Windows 11 - Firefox 126","Our users are unable to log in on macOS 14 using Safari 17.5; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-11-13 03:49 without any configuration changes on our end. We have tracked the incident internally as TKT-6789 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2025-06-08 11:15:00"
"OT-0027","sam.patel10@company.co","Non-profit discount eligibility","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-01-03 18:34:00"
"OT-0059","jamie.miller204@corp.io","Non-profit discount eligibility","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-10-04 10:41:00"
"FE-0027","hayden.allen108@business.dev","Feature request: bulk actions for records","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-01-22 18:51:00"
"BI-0050","jamie.clark817@corp.io","Dispute late fee on account ORD-977004","I am writing regarding invoice INV-69555 which lists a charge of $907.36 dated 2025-04-11 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-06-12 01:34:00"
"OT-0008","reese.lopez478@company.co","How to change email preferences","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-12-03 01:58:00"
